decision_id,task_id,final_decision,primary_agent,supporting_agents,tools_used,confidence_score,risk_score,governance_status,approval_status,decision_reason,evidence,reversible_flag,recommended_next_action,created_at
decision_00560,task_00560,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 09:20:00
decision_00561,task_00561,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:21:00
decision_00562,task_00562,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:22:00
decision_00563,task_00563,block,security_agent,governance_agent,,0.83,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 09:23:00
decision_00564,task_00564,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:24:00
decision_00565,task_00565,require_human_approval,finance_agent,governance_agent,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:25:00
decision_00566,task_00566,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 09:26:00
decision_00567,task_00567,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:27:00
decision_00568,task_00568,require_human_approval,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.83,57,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:28:00
decision_00569,task_00569,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:29:00
decision_00570,task_00570,block,data_quality_agent,governance_agent,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 09:30:00
decision_00571,task_00571,block,reliability_agent,data_quality_agent,,0.88,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 09:31:00
decision_00572,task_00572,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 09:32:00
decision_00573,task_00573,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:33:00
decision_00574,task_00574,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:34:00
decision_00575,task_00575,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 09:35:00
decision_00576,task_00576,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:36:00
decision_00577,task_00577,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:37:00
decision_00578,task_00578,require_human_approval,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.83,51,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:38:00
decision_00579,task_00579,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:39:00
decision_00580,task_00580,require_human_approval,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.83,57,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:40:00
decision_00581,task_00581,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:41:00
decision_00582,task_00582,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 09:42:00
decision_00583,task_00583,block,reliability_agent,data_quality_agent,,0.88,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 09:43:00
decision_00584,task_00584,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 09:44:00
decision_00585,task_00585,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:45:00
decision_00586,task_00586,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:46:00
decision_00587,task_00587,block,security_agent,governance_agent,,0.83,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 09:47:00
decision_00588,task_00588,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:48:00
decision_00589,task_00589,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:49:00
